Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,source_name,STAGE,Tissue
SRR2967262,RNA-Seq,192,657638208,PRJNA304502,SAMN04303818,511139682,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456708,GSM1957210,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957210,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967263,RNA-Seq,192,514778688,PRJNA304502,SAMN04303819,403914302,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456709,GSM1957211,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957211,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967264,RNA-Seq,192,555304512,PRJNA304502,SAMN04303820,429366458,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456710,GSM1957212,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957212,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967265,RNA-Seq,192,370323264,PRJNA304502,SAMN04303821,289368894,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456711,GSM1957213,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957213,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967266,RNA-Seq,192,506159808,PRJNA304502,SAMN04303822,393741032,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456712,GSM1957214,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957214,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967267,RNA-Seq,192,363365376,PRJNA304502,SAMN04303823,283249184,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456713,GSM1957215,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957215,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967268,RNA-Seq,192,254283840,PRJNA304502,SAMN04303824,199038021,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456714,GSM1957216,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957216,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967269,RNA-Seq,192,563552448,PRJNA304502,SAMN04303825,437923872,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456715,GSM1957217,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957217,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967270,RNA-Seq,192,522741696,PRJNA304502,SAMN04303826,409924000,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456716,GSM1957218,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957218,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967271,RNA-Seq,192,488270976,PRJNA304502,SAMN04303827,379336822,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456717,GSM1957219,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957219,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967272,RNA-Seq,192,439431168,PRJNA304502,SAMN04303828,342482785,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456718,GSM1957220,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957220,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967273,RNA-Seq,192,425263104,PRJNA304502,SAMN04303829,331446478,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456719,GSM1957221,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957221,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967274,RNA-Seq,192,468844416,PRJNA304502,SAMN04303830,364343910,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456720,GSM1957222,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957222,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967275,RNA-Seq,192,611405760,PRJNA304502,SAMN04303831,476478681,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456721,GSM1957223,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957223,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967276,RNA-Seq,192,701926272,PRJNA304502,SAMN04303832,546039152,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456722,GSM1957224,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957224,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967277,RNA-Seq,192,506928960,PRJNA304502,SAMN04303929,394971396,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456723,GSM1957225,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957225,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967278,RNA-Seq,192,407736576,PRJNA304502,SAMN04303930,319304171,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456724,GSM1957226,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957226,SRP066834,iPSC 409B2,37 days,Dissociated whole cerebral organoid
SRR2967279,RNA-Seq,250,648284750,PRJNA304502,SAMN04303931,519328317,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456725,GSM1957227,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957227,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967280,RNA-Seq,250,448784750,PRJNA304502,SAMN04303833,361079859,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456726,GSM1957228,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957228,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967281,RNA-Seq,250,571721000,PRJNA304502,SAMN04303834,459027837,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456727,GSM1957229,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957229,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967282,RNA-Seq,250,657602250,PRJNA304502,SAMN04303925,523308719,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456728,GSM1957230,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957230,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967283,RNA-Seq,250,642418500,PRJNA304502,SAMN04303926,513665838,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456729,GSM1957231,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957231,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967284,RNA-Seq,250,703570750,PRJNA304502,SAMN04303927,562057849,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456730,GSM1957232,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957232,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967285,RNA-Seq,250,703143250,PRJNA304502,SAMN04303928,560699826,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456731,GSM1957233,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957233,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967286,RNA-Seq,250,563900750,PRJNA304502,SAMN04303932,449759498,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456732,GSM1957234,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957234,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967287,RNA-Seq,250,751931250,PRJNA304502,SAMN04303933,601942721,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456733,GSM1957235,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957235,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967288,RNA-Seq,250,602065500,PRJNA304502,SAMN04303934,482833420,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456734,GSM1957236,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957236,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967289,RNA-Seq,250,763281000,PRJNA304502,SAMN04303935,609564504,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456735,GSM1957237,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957237,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967290,RNA-Seq,250,581367000,PRJNA304502,SAMN04303936,467435019,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456736,GSM1957238,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957238,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967291,RNA-Seq,250,615853250,PRJNA304502,SAMN04303937,489316057,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456737,GSM1957239,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957239,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967292,RNA-Seq,250,719334500,PRJNA304502,SAMN04303938,569889286,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456738,GSM1957240,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957240,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967293,RNA-Seq,250,783897000,PRJNA304502,SAMN04303939,620098147,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456739,GSM1957241,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957241,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967294,RNA-Seq,250,702677250,PRJNA304502,SAMN04303940,559933087,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456740,GSM1957242,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957242,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967295,RNA-Seq,250,688086000,PRJNA304502,SAMN04303941,549471612,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456741,GSM1957243,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957243,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967296,RNA-Seq,250,743034000,PRJNA304502,SAMN04303942,585562411,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456742,GSM1957244,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957244,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967297,RNA-Seq,250,824791000,PRJNA304502,SAMN04303943,651258945,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456743,GSM1957245,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957245,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967298,RNA-Seq,250,798102500,PRJNA304502,SAMN04303944,634387885,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456744,GSM1957246,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957246,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967299,RNA-Seq,250,615645250,PRJNA304502,SAMN04303945,489804539,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456745,GSM1957247,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957247,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967300,RNA-Seq,250,593556750,PRJNA304502,SAMN04303946,472627214,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456746,GSM1957248,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957248,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967301,RNA-Seq,250,444756250,PRJNA304502,SAMN04303947,354323405,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456747,GSM1957249,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957249,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967302,RNA-Seq,250,721815000,PRJNA304502,SAMN04303948,571323647,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456748,GSM1957250,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957250,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967303,RNA-Seq,250,592438750,PRJNA304502,SAMN04303949,468881415,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456749,GSM1957251,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957251,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967304,RNA-Seq,250,703376000,PRJNA304502,SAMN04303950,550246094,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456750,GSM1957252,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957252,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967305,RNA-Seq,250,851122000,PRJNA304502,SAMN04303951,664315885,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456751,GSM1957253,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957253,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967306,RNA-Seq,250,913260000,PRJNA304502,SAMN04303952,702458515,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456752,GSM1957254,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957254,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967307,RNA-Seq,250,740306250,PRJNA304502,SAMN04303953,583799477,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456753,GSM1957255,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957255,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967308,RNA-Seq,250,690930750,PRJNA304502,SAMN04303954,543903672,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456754,GSM1957256,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957256,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967309,RNA-Seq,250,680514000,PRJNA304502,SAMN04303955,538823444,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456755,GSM1957257,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957257,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967310,RNA-Seq,250,560357000,PRJNA304502,SAMN04303956,448337326,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456756,GSM1957258,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957258,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967311,RNA-Seq,250,515265500,PRJNA304502,SAMN04303957,412353371,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456757,GSM1957259,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957259,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967312,RNA-Seq,250,562594250,PRJNA304502,SAMN04303958,447518078,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456758,GSM1957260,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957260,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967313,RNA-Seq,250,614614500,PRJNA304502,SAMN04303959,488446836,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456759,GSM1957261,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957261,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967314,RNA-Seq,250,641712250,PRJNA304502,SAMN04303960,506679072,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456760,GSM1957262,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957262,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967315,RNA-Seq,250,342492250,PRJNA304502,SAMN04303961,270239528,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456761,GSM1957263,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957263,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967316,RNA-Seq,250,523433500,PRJNA304502,SAMN04303962,416018128,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456762,GSM1957264,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957264,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967317,RNA-Seq,250,724226500,PRJNA304502,SAMN04303963,565183017,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456763,GSM1957265,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957265,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967318,RNA-Seq,250,745319000,PRJNA304502,SAMN04303964,577341741,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456764,GSM1957266,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957266,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967319,RNA-Seq,250,592251500,PRJNA304502,SAMN04303965,472978302,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456765,GSM1957267,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957267,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967320,RNA-Seq,250,581809250,PRJNA304502,SAMN04303966,466108498,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456766,GSM1957268,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957268,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967321,RNA-Seq,250,696528750,PRJNA304502,SAMN04303967,554096831,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456767,GSM1957269,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957269,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967322,RNA-Seq,250,666546000,PRJNA304502,SAMN04303968,533578599,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456768,GSM1957270,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957270,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967323,RNA-Seq,250,754226000,PRJNA304502,SAMN04303969,599060320,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456769,GSM1957271,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957271,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967324,RNA-Seq,250,675718750,PRJNA304502,SAMN04303970,536332674,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456770,GSM1957272,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957272,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967325,RNA-Seq,250,769484750,PRJNA304502,SAMN04303971,601028152,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456771,GSM1957273,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957273,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967326,RNA-Seq,250,660268750,PRJNA304502,SAMN04303972,525416142,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456772,GSM1957274,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957274,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967327,RNA-Seq,250,832989500,PRJNA304502,SAMN04303973,662982855,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456773,GSM1957275,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957275,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967328,RNA-Seq,250,781262500,PRJNA304502,SAMN04303974,622978717,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456774,GSM1957276,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957276,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967329,RNA-Seq,250,683484750,PRJNA304502,SAMN04303975,547265377,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456775,GSM1957277,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957277,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967330,RNA-Seq,250,657735000,PRJNA304502,SAMN04303976,525820115,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456776,GSM1957278,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957278,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967331,RNA-Seq,250,655055500,PRJNA304502,SAMN04303977,524335995,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456777,GSM1957279,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957279,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967332,RNA-Seq,250,716022750,PRJNA304502,SAMN04303978,572124884,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456778,GSM1957280,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957280,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
SRR2967333,RNA-Seq,250,694655250,PRJNA304502,SAMN04303979,552317511,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456779,GSM1957281,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957281,SRP066834,iPSC 409B2,41 days,Dissociated whole cerebral organoid
