Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR4455253,RNA-Seq,50,12821600,PRJNA350790,SAMN05946182,8908332,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271727,GSM2361581,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361581,Blood Dendritic Cells,SRP092166
SRR4455254,RNA-Seq,50,26629200,PRJNA350790,SAMN05946175,18175663,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271728,GSM2361582,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361582,Blood Dendritic Cells,SRP092166
SRR4455255,RNA-Seq,50,3732450,PRJNA350790,SAMN05946174,3018643,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271729,GSM2361583,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361583,Blood Dendritic Cells,SRP092166
SRR4455256,RNA-Seq,50,35134000,PRJNA350790,SAMN05946173,23811691,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271730,GSM2361584,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361584,Blood Dendritic Cells,SRP092166
SRR4455257,RNA-Seq,50,9492200,PRJNA350790,SAMN05946172,6556806,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271731,GSM2361585,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361585,Blood Dendritic Cells,SRP092166
SRR4455258,RNA-Seq,50,6666300,PRJNA350790,SAMN05946171,4926989,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271732,GSM2361586,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361586,Blood Dendritic Cells,SRP092166
SRR4455259,RNA-Seq,50,35774050,PRJNA350790,SAMN05946170,24052584,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271733,GSM2361587,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361587,Blood Dendritic Cells,SRP092166
SRR4455260,RNA-Seq,50,25355300,PRJNA350790,SAMN05946169,17123854,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271734,GSM2361588,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361588,Blood Dendritic Cells,SRP092166
SRR4455261,RNA-Seq,50,37070100,PRJNA350790,SAMN05946168,25046417,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271735,GSM2361589,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361589,Blood Dendritic Cells,SRP092166
SRR4455262,RNA-Seq,50,51455000,PRJNA350790,SAMN05946167,34969626,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271736,GSM2361590,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361590,Blood Dendritic Cells,SRP092166
SRR4455263,RNA-Seq,50,7209400,PRJNA350790,SAMN05946166,5717369,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271737,GSM2361591,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361591,Blood Dendritic Cells,SRP092166
SRR4455264,RNA-Seq,50,5657700,PRJNA350790,SAMN05946165,3992021,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271738,GSM2361592,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361592,Blood Dendritic Cells,SRP092166
SRR4455265,RNA-Seq,50,50293000,PRJNA350790,SAMN05946164,34028359,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271739,GSM2361593,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361593,Blood Dendritic Cells,SRP092166
SRR4455266,RNA-Seq,50,19485000,PRJNA350790,SAMN05946163,13288395,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271740,GSM2361594,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361594,Blood Dendritic Cells,SRP092166
SRR4455267,RNA-Seq,50,14630950,PRJNA350790,SAMN05946162,9956139,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271741,GSM2361595,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361595,Blood Dendritic Cells,SRP092166
SRR4455268,RNA-Seq,50,18483400,PRJNA350790,SAMN05946161,12701781,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271742,GSM2361596,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361596,Blood Dendritic Cells,SRP092166
SRR4455269,RNA-Seq,50,30578250,PRJNA350790,SAMN05946160,20604661,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271743,GSM2361597,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361597,Blood Dendritic Cells,SRP092166
SRR4455270,RNA-Seq,50,33198550,PRJNA350790,SAMN05946159,22552520,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271744,GSM2361598,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361598,Blood Dendritic Cells,SRP092166
SRR4455271,RNA-Seq,50,30117850,PRJNA350790,SAMN05946158,20316778,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271745,GSM2361599,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361599,Blood Dendritic Cells,SRP092166
SRR4455272,RNA-Seq,50,881200,PRJNA350790,SAMN05946157,734078,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271746,GSM2361600,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361600,Blood Dendritic Cells,SRP092166
SRR4455273,RNA-Seq,50,41623450,PRJNA350790,SAMN05946156,28160413,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271747,GSM2361601,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361601,Blood Dendritic Cells,SRP092166
SRR4455274,RNA-Seq,50,20478650,PRJNA350790,SAMN05946155,13919094,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271748,GSM2361602,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361602,Blood Dendritic Cells,SRP092166
SRR4455275,RNA-Seq,50,11150100,PRJNA350790,SAMN05946154,7702708,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271749,GSM2361603,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361603,Blood Dendritic Cells,SRP092166
SRR4455276,RNA-Seq,50,11103750,PRJNA350790,SAMN05946153,7940370,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271750,GSM2361604,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361604,Blood Dendritic Cells,SRP092166
SRR4455277,RNA-Seq,50,37989500,PRJNA350790,SAMN05946152,25430033,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271751,GSM2361605,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361605,Blood Dendritic Cells,SRP092166
SRR4455278,RNA-Seq,50,56914800,PRJNA350790,SAMN05946151,38020550,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271752,GSM2361606,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361606,Blood Dendritic Cells,SRP092166
SRR4455279,RNA-Seq,50,38281600,PRJNA350790,SAMN05946150,25873115,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271753,GSM2361607,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361607,Blood Dendritic Cells,SRP092166
SRR4455280,RNA-Seq,50,40319700,PRJNA350790,SAMN05946149,27329989,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271754,GSM2361608,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361608,Blood Dendritic Cells,SRP092166
SRR4455281,RNA-Seq,50,6797300,PRJNA350790,SAMN05946148,5371219,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271755,GSM2361609,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361609,Blood Dendritic Cells,SRP092166
SRR4455282,RNA-Seq,50,49126150,PRJNA350790,SAMN05946147,33388049,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271756,GSM2361610,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361610,Blood Dendritic Cells,SRP092166
SRR4455283,RNA-Seq,50,28621750,PRJNA350790,SAMN05946146,19401574,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271757,GSM2361611,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361611,Blood Dendritic Cells,SRP092166
SRR4455284,RNA-Seq,50,23956100,PRJNA350790,SAMN05946145,16455631,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271758,GSM2361612,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361612,Blood Dendritic Cells,SRP092166
SRR4455285,RNA-Seq,50,31093400,PRJNA350790,SAMN05946144,20980929,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271759,GSM2361613,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361613,Blood Dendritic Cells,SRP092166
SRR4455286,RNA-Seq,50,11654100,PRJNA350790,SAMN05946143,8113425,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271760,GSM2361614,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361614,Blood Dendritic Cells,SRP092166
SRR4455287,RNA-Seq,50,47317250,PRJNA350790,SAMN05946142,31718917,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271761,GSM2361615,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361615,Blood Dendritic Cells,SRP092166
SRR4455288,RNA-Seq,50,39238450,PRJNA350790,SAMN05946141,26556082,"primary human conventional dendritic cells (cDCs),CD141+ cDC",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271762,GSM2361616,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361616,Blood Dendritic Cells,SRP092166
SRR4455289,RNA-Seq,50,671250,PRJNA350790,SAMN05946140,562878,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271763,GSM2361617,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361617,Blood Dendritic Cells,SRP092166
SRR4455290,RNA-Seq,50,47327650,PRJNA350790,SAMN05946139,32188582,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271764,GSM2361618,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361618,Blood Dendritic Cells,SRP092166
SRR4455291,RNA-Seq,50,43964850,PRJNA350790,SAMN05946138,29689545,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271765,GSM2361619,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361619,Blood Dendritic Cells,SRP092166
SRR4455292,RNA-Seq,50,8977200,PRJNA350790,SAMN05946137,6907204,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271766,GSM2361620,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361620,Blood Dendritic Cells,SRP092166
SRR4455293,RNA-Seq,50,30880550,PRJNA350790,SAMN05946136,20801658,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271767,GSM2361621,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361621,Blood Dendritic Cells,SRP092166
SRR4455294,RNA-Seq,50,53898350,PRJNA350790,SAMN05946135,36568725,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271768,GSM2361622,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361622,Blood Dendritic Cells,SRP092166
SRR4455295,RNA-Seq,50,56476350,PRJNA350790,SAMN05946134,38536935,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271769,GSM2361623,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361623,Blood Dendritic Cells,SRP092166
SRR4455296,RNA-Seq,50,6167850,PRJNA350790,SAMN05946286,4737881,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271770,GSM2361624,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361624,Blood Dendritic Cells,SRP092166
SRR4455297,RNA-Seq,50,41242600,PRJNA350790,SAMN05946285,28172895,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271771,GSM2361625,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361625,Blood Dendritic Cells,SRP092166
SRR4455298,RNA-Seq,50,7312050,PRJNA350790,SAMN05946284,5761443,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271772,GSM2361626,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361626,Blood Dendritic Cells,SRP092166
SRR4455299,RNA-Seq,50,48249650,PRJNA350790,SAMN05946283,32929847,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271773,GSM2361627,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361627,Blood Dendritic Cells,SRP092166
SRR4455300,RNA-Seq,50,32802000,PRJNA350790,SAMN05946282,22318135,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271774,GSM2361628,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361628,Blood Dendritic Cells,SRP092166
SRR4455301,RNA-Seq,50,11428900,PRJNA350790,SAMN05946281,8006797,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271775,GSM2361629,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361629,Blood Dendritic Cells,SRP092166
SRR4455302,RNA-Seq,50,25945100,PRJNA350790,SAMN05946280,17410420,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271776,GSM2361630,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361630,Blood Dendritic Cells,SRP092166
SRR4455303,RNA-Seq,50,33291250,PRJNA350790,SAMN05946279,22502606,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271777,GSM2361631,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361631,Blood Dendritic Cells,SRP092166
SRR4455304,RNA-Seq,50,42967250,PRJNA350790,SAMN05946278,28961728,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271778,GSM2361632,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361632,Blood Dendritic Cells,SRP092166
SRR4455305,RNA-Seq,50,30645000,PRJNA350790,SAMN05946277,20725730,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271779,GSM2361633,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361633,Blood Dendritic Cells,SRP092166
SRR4455306,RNA-Seq,50,970000,PRJNA350790,SAMN05946276,813016,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,fastq,s3,s3.us-east-1,SRX2271780,GSM2361634,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361634,Blood Dendritic Cells,SRP092166
SRR4455307,RNA-Seq,50,9156300,PRJNA350790,SAMN05946275,6282332,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271781,GSM2361635,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361635,Blood Dendritic Cells,SRP092166
SRR4455308,RNA-Seq,50,43648500,PRJNA350790,SAMN05946274,29571832,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271782,GSM2361636,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361636,Blood Dendritic Cells,SRP092166
SRR4455309,RNA-Seq,50,27386300,PRJNA350790,SAMN05946273,18521404,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271783,GSM2361637,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361637,Blood Dendritic Cells,SRP092166
SRR4455310,RNA-Seq,50,6829050,PRJNA350790,SAMN05946272,4712251,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271784,GSM2361638,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361638,Blood Dendritic Cells,SRP092166
SRR4455311,RNA-Seq,50,48180000,PRJNA350790,SAMN05946271,32201438,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271785,GSM2361639,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361639,Blood Dendritic Cells,SRP092166
SRR4455312,RNA-Seq,50,39826000,PRJNA350790,SAMN05946270,27013269,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271786,GSM2361640,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361640,Blood Dendritic Cells,SRP092166
SRR4455313,RNA-Seq,50,54831600,PRJNA350790,SAMN05946269,36769967,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271787,GSM2361641,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361641,Blood Dendritic Cells,SRP092166
SRR4455314,RNA-Seq,50,1417300,PRJNA350790,SAMN05946268,1180006,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271788,GSM2361642,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361642,Blood Dendritic Cells,SRP092166
SRR4455315,RNA-Seq,50,39891900,PRJNA350790,SAMN05946267,27227041,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271789,GSM2361643,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361643,Blood Dendritic Cells,SRP092166
SRR4455316,RNA-Seq,50,21728250,PRJNA350790,SAMN05946266,14692538,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271790,GSM2361644,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361644,Blood Dendritic Cells,SRP092166
SRR4455317,RNA-Seq,50,11425700,PRJNA350790,SAMN05946265,7921568,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271791,GSM2361645,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361645,Blood Dendritic Cells,SRP092166
SRR4455318,RNA-Seq,50,48966950,PRJNA350790,SAMN05946264,32556590,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2271792,GSM2361646,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361646,Blood Dendritic Cells,SRP092166
SRR4455319,RNA-Seq,50,22959600,PRJNA350790,SAMN05946263,15570384,"CD141+ cDC,primary human conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2271793,GSM2361647,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2361647,Blood Dendritic Cells,SRP092166
