Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Experiment,gender,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2013516,RNA-Seq,202,953097004,PRJNA269154,SAMN03611895,610176581,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021321,male,GSM1677547,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677547,Primordial Germ Cells,SRP050499
SRR2013517,RNA-Seq,202,910500254,PRJNA269154,SAMN03611896,583064632,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021322,male,GSM1677548,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677548,Primordial Germ Cells,SRP050499
SRR2013518,RNA-Seq,202,607399860,PRJNA269154,SAMN03611897,392652430,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021323,male,GSM1677549,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677549,Primordial Germ Cells,SRP050499
SRR2013519,RNA-Seq,202,658792296,PRJNA269154,SAMN03611898,416887957,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021324,male,GSM1677550,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677550,Primordial Germ Cells,SRP050499
SRR2013520,RNA-Seq,202,834290098,PRJNA269154,SAMN03611899,531441492,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021325,male,GSM1677551,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677551,Primordial Germ Cells,SRP050499
SRR2013521,RNA-Seq,202,576541734,PRJNA269154,SAMN03611900,385040633,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021326,male,GSM1677552,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677552,Primordial Germ Cells,SRP050499
SRR2013522,RNA-Seq,202,388504984,PRJNA269154,SAMN03611901,250575962,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021327,male,GSM1677553,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677553,Primordial Germ Cells,SRP050499
SRR2013523,RNA-Seq,202,431257476,PRJNA269154,SAMN03611902,266830566,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021328,male,GSM1677554,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677554,Primordial Germ Cells,SRP050499
SRR2013524,RNA-Seq,202,638923980,PRJNA269154,SAMN03611903,424009330,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021329,male,GSM1677555,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677555,Primordial Germ Cells,SRP050499
SRR2013525,RNA-Seq,202,438763998,PRJNA269154,SAMN03611904,279901014,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021330,male,GSM1677556,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677556,Primordial Germ Cells,SRP050499
SRR2013526,RNA-Seq,202,552676242,PRJNA269154,SAMN03611905,360346293,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021331,male,GSM1677557,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677557,Primordial Germ Cells,SRP050499
SRR2013527,RNA-Seq,202,482602442,PRJNA269154,SAMN03611846,322903621,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021332,male,GSM1677558,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677558,Primordial Germ Cells,SRP050499
SRR2013528,RNA-Seq,202,518232818,PRJNA269154,SAMN03611847,346656358,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021333,male,GSM1677559,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677559,Primordial Germ Cells,SRP050499
SRR2013529,RNA-Seq,202,595327734,PRJNA269154,SAMN03611848,393847445,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021334,male,GSM1677560,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677560,Primordial Germ Cells,SRP050499
SRR2013530,RNA-Seq,202,321180808,PRJNA269154,SAMN03611849,215570458,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021335,male,GSM1677561,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677561,Primordial Germ Cells,SRP050499
SRR2013531,RNA-Seq,202,413350782,PRJNA269154,SAMN03611850,277128403,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021336,male,GSM1677562,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677562,Primordial Germ Cells,SRP050499
SRR2013532,RNA-Seq,202,1197354798,PRJNA269154,SAMN03611851,799314804,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021337,male,GSM1677563,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677563,Primordial Germ Cells,SRP050499
SRR2013533,RNA-Seq,202,947522410,PRJNA269154,SAMN03611852,642564896,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021338,male,GSM1677564,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677564,Primordial Germ Cells,SRP050499
SRR2013534,RNA-Seq,202,450026508,PRJNA269154,SAMN03611853,284405193,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021339,male,GSM1677565,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677565,Primordial Germ Cells,SRP050499
SRR2013535,RNA-Seq,202,377875138,PRJNA269154,SAMN03611854,241296156,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021340,male,GSM1677566,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677566,Primordial Germ Cells,SRP050499
SRR2013536,RNA-Seq,202,594132702,PRJNA269154,SAMN03611855,367613245,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021341,male,GSM1677567,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677567,Primordial Germ Cells,SRP050499
SRR2013537,RNA-Seq,202,628322616,PRJNA269154,SAMN03611856,394197180,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021342,male,GSM1677568,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677568,Primordial Germ Cells,SRP050499
SRR2013538,RNA-Seq,202,431893170,PRJNA269154,SAMN03611857,269754129,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021343,male,GSM1677569,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677569,Primordial Germ Cells,SRP050499
SRR2013539,RNA-Seq,202,398735678,PRJNA269154,SAMN03611858,251588905,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021344,male,GSM1677570,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677570,Primordial Germ Cells,SRP050499
SRR2013540,RNA-Seq,202,680808478,PRJNA269154,SAMN03611859,422155932,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021345,male,GSM1677571,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677571,Primordial Germ Cells,SRP050499
SRR2013541,RNA-Seq,202,512589140,PRJNA269154,SAMN03611860,322448581,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021346,male,GSM1677572,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677572,Primordial Germ Cells,SRP050499
SRR2013542,RNA-Seq,202,348699672,PRJNA269154,SAMN03611861,224125131,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021347,male,GSM1677573,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677573,Primordial Germ Cells,SRP050499
SRR2013543,RNA-Seq,202,474902606,PRJNA269154,SAMN03611862,295027765,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021348,male,GSM1677574,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677574,Primordial Germ Cells,SRP050499
SRR2013544,RNA-Seq,202,474972296,PRJNA269154,SAMN03611863,299185668,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021349,male,GSM1677575,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677575,Primordial Germ Cells,SRP050499
SRR2013545,RNA-Seq,202,472198432,PRJNA269154,SAMN03611864,297315350,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021350,male,GSM1677576,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677576,Primordial Germ Cells,SRP050499
SRR2013546,RNA-Seq,202,820516122,PRJNA269154,SAMN03611865,514081769,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021351,male,GSM1677577,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677577,Primordial Germ Cells,SRP050499
SRR2013547,RNA-Seq,202,1037421500,PRJNA269154,SAMN03611866,652495366,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021352,male,GSM1677578,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677578,Primordial Germ Cells,SRP050499
SRR2013548,RNA-Seq,202,911941928,PRJNA269154,SAMN03611867,577881727,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021353,male,GSM1677579,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677579,Primordial Germ Cells,SRP050499
SRR2013549,RNA-Seq,202,895070686,PRJNA269154,SAMN03611868,557983248,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021354,male,GSM1677580,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677580,Primordial Germ Cells,SRP050499
SRR2013550,RNA-Seq,202,885090876,PRJNA269154,SAMN03611869,553374762,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021355,male,GSM1677581,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677581,Primordial Germ Cells,SRP050499
SRR2013551,RNA-Seq,202,1041024776,PRJNA269154,SAMN03611870,657064537,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021356,male,GSM1677582,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677582,Primordial Germ Cells,SRP050499
SRR2013552,RNA-Seq,202,817778618,PRJNA269154,SAMN03611871,508731695,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021357,male,GSM1677583,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677583,Primordial Germ Cells,SRP050499
SRR2013553,RNA-Seq,202,1107749820,PRJNA269154,SAMN03611872,697813267,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021358,male,GSM1677584,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677584,Primordial Germ Cells,SRP050499
SRR2013554,RNA-Seq,202,950974994,PRJNA269154,SAMN03611873,597673432,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021359,male,GSM1677585,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677585,Primordial Germ Cells,SRP050499
SRR2013555,RNA-Seq,202,998250064,PRJNA269154,SAMN03611874,624493776,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021360,male,GSM1677586,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677586,Primordial Germ Cells,SRP050499
SRR2013556,RNA-Seq,202,761623830,PRJNA269154,SAMN03611875,477727056,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021361,male,GSM1677587,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677587,Primordial Germ Cells,SRP050499
SRR2013557,RNA-Seq,202,1017323510,PRJNA269154,SAMN03612184,634773792,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021362,male,GSM1677588,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677588,Primordial Germ Cells,SRP050499
SRR2013558,RNA-Seq,202,976997644,PRJNA269154,SAMN03612185,627586697,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021363,male,GSM1677589,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677589,Primordial Germ Cells,SRP050499
SRR2013559,RNA-Seq,202,982607588,PRJNA269154,SAMN03612186,625686530,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021364,male,GSM1677590,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677590,Primordial Germ Cells,SRP050499
SRR2013560,RNA-Seq,202,1090412564,PRJNA269154,SAMN03612187,690923487,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021365,male,GSM1677591,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677591,Primordial Germ Cells,SRP050499
SRR2013561,RNA-Seq,202,1007451568,PRJNA269154,SAMN03612188,638853260,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021366,male,GSM1677592,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677592,Primordial Germ Cells,SRP050499
SRR2013562,RNA-Seq,202,905964950,PRJNA269154,SAMN03612189,575484783,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021367,male,GSM1677593,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677593,Primordial Germ Cells,SRP050499
SRR2013563,RNA-Seq,202,1018782152,PRJNA269154,SAMN03612190,647301301,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021368,male,GSM1677594,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677594,Primordial Germ Cells,SRP050499
SRR2013564,RNA-Seq,202,965821186,PRJNA269154,SAMN03612191,618908829,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021369,male,GSM1677595,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677595,Primordial Germ Cells,SRP050499
SRR2013565,RNA-Seq,202,559500812,PRJNA269154,SAMN03612192,350100831,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021370,male,GSM1677596,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677596,Primordial Germ Cells,SRP050499
SRR2013566,RNA-Seq,202,470259030,PRJNA269154,SAMN03612193,301951752,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021371,male,GSM1677597,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677597,Primordial Germ Cells,SRP050499
SRR2013567,RNA-Seq,202,515043440,PRJNA269154,SAMN03612194,328161831,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021372,male,GSM1677598,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677598,Primordial Germ Cells,SRP050499
SRR2013568,RNA-Seq,202,529432506,PRJNA269154,SAMN03612195,331684357,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021373,male,GSM1677599,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677599,Primordial Germ Cells,SRP050499
SRR2013569,RNA-Seq,202,503784566,PRJNA269154,SAMN03612196,313292705,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021374,male,GSM1677600,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677600,Primordial Germ Cells,SRP050499
SRR2013570,RNA-Seq,202,549492116,PRJNA269154,SAMN03612197,339885008,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021375,male,GSM1677601,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677601,Primordial Germ Cells,SRP050499
SRR2013571,RNA-Seq,202,560900672,PRJNA269154,SAMN03612198,345985274,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021376,male,GSM1677602,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677602,Primordial Germ Cells,SRP050499
SRR2013572,RNA-Seq,202,510115044,PRJNA269154,SAMN03612199,319315467,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021377,male,GSM1677603,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677603,Primordial Germ Cells,SRP050499
SRR2013573,RNA-Seq,202,440427670,PRJNA269154,SAMN03612200,278943997,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021378,male,GSM1677604,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677604,Primordial Germ Cells,SRP050499
SRR2013574,RNA-Seq,202,502011208,PRJNA269154,SAMN03612201,308125438,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021379,male,GSM1677605,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677605,Primordial Germ Cells,SRP050499
SRR2013575,RNA-Seq,202,436533918,PRJNA269154,SAMN03612202,275238605,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021380,male,GSM1677606,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677606,Primordial Germ Cells,SRP050499
SRR2013576,RNA-Seq,202,1179533146,PRJNA269154,SAMN03612203,738446748,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021381,male,GSM1677607,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677607,Primordial Germ Cells,SRP050499
SRR2013577,RNA-Seq,202,1027286756,PRJNA269154,SAMN03612204,645966755,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021382,male,GSM1677608,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677608,Primordial Germ Cells,SRP050499
SRR2013578,RNA-Seq,202,969723220,PRJNA269154,SAMN03612205,615238182,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021383,male,GSM1677609,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677609,Primordial Germ Cells,SRP050499
SRR2013579,RNA-Seq,202,897169062,PRJNA269154,SAMN03612206,564530876,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021384,male,GSM1677610,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677610,Primordial Germ Cells,SRP050499
SRR2013580,RNA-Seq,202,947706432,PRJNA269154,SAMN03612207,591713329,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021385,male,GSM1677611,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677611,Primordial Germ Cells,SRP050499
SRR2013581,RNA-Seq,202,1017412390,PRJNA269154,SAMN03612208,639535409,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021386,male,GSM1677612,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677612,Primordial Germ Cells,SRP050499
SRR2013582,RNA-Seq,202,967462436,PRJNA269154,SAMN03612209,607544688,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021387,male,GSM1677613,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677613,Primordial Germ Cells,SRP050499
SRR2013583,RNA-Seq,202,981193992,PRJNA269154,SAMN03612210,613770916,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021388,male,GSM1677614,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677614,Primordial Germ Cells,SRP050499
SRR2013584,RNA-Seq,202,962887944,PRJNA269154,SAMN03612211,599170014,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021389,male,GSM1677615,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677615,Primordial Germ Cells,SRP050499
SRR2013585,RNA-Seq,202,896998978,PRJNA269154,SAMN03612212,567068234,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021390,male,GSM1677616,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677616,Primordial Germ Cells,SRP050499
SRR2013586,RNA-Seq,202,927238580,PRJNA269154,SAMN03612213,587282232,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021391,male,GSM1677617,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677617,Primordial Germ Cells,SRP050499
SRR2013587,RNA-Seq,202,852903590,PRJNA269154,SAMN03611950,542211549,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021392,male,GSM1677618,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677618,Primordial Germ Cells,SRP050499
SRR2013588,RNA-Seq,202,891271672,PRJNA269154,SAMN03611951,571416404,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021393,male,GSM1677619,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677619,Primordial Germ Cells,SRP050499
SRR2013589,RNA-Seq,202,933309892,PRJNA269154,SAMN03611952,597659320,GEO,public,"sra,fastq",s3,s3.us-east-1,19 week gestation,SRX1021394,male,GSM1677620,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677620,Primordial Germ Cells,SRP050499
SRR2013590,RNA-Seq,202,872904620,PRJNA269154,SAMN03611953,555221546,GEO,public,"fastq,sra",s3,s3.us-east-1,19 week gestation,SRX1021395,male,GSM1677621,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677621,Primordial Germ Cells,SRP050499
